Episode,Steps,Time,Converged at Iterations
0,59,0.018026351928710938,2
1,24,0.017963647842407227,2
2,16,0.014999866485595703,2
3,94,0.03000164031982422,5
4,29,0.025552034378051758,3
5,56,0.017998695373535156,2
6,100,0.023068904876708984,2
7,24,0.02899789810180664,5
8,27,0.028972387313842773,5
9,51,0.017999649047851562,2
10,16,0.023998737335205078,3
11,76,0.02199840545654297,3
12,18,0.023000240325927734,4
13,29,0.022999048233032227,3
14,36,0.02300119400024414,4
15,10,0.024591445922851562,3
16,100,0.022998571395874023,3
17,42,0.01102447509765625,1
18,47,0.02697896957397461,5
19,55,0.030024290084838867,3
20,100,0.025003671646118164,3
21,30,0.017983198165893555,2
22,38,0.014997720718383789,1
23,14,0.019000768661499023,2
24,13,0.01699519157409668,2
25,16,0.01900315284729004,1
26,14,0.025021076202392578,4
27,47,0.018004179000854492,2
28,13,0.02099609375,3
29,43,0.03000020980834961,4
30,100,0.026002168655395508,5
31,48,0.026999711990356445,5
32,49,0.022998809814453125,3
33,71,0.01702737808227539,2
34,34,0.023000240325927734,3
35,51,0.027004003524780273,5
36,17,0.015995264053344727,2
37,75,0.031999826431274414,4
38,100,0.0270230770111084,3
39,29,0.025994539260864258,5
40,30,0.017014741897583008,2
41,100,0.018992900848388672,2
42,11,0.010037422180175781,1
43,11,0.009554386138916016,1
44,26,0.020536422729492188,3
45,16,0.02600550651550293,3
46,20,0.03499603271484375,5
47,29,0.020998716354370117,2
48,100,0.02903437614440918,5
49,8,0.026997804641723633,3
50,8,0.014000415802001953,2
51,36,0.029002666473388672,4
52,64,0.019978046417236328,4
53,31,0.025005578994750977,3
54,30,0.023997783660888672,4
55,19,0.024029254913330078,3
56,32,0.009998083114624023,1
57,15,0.02100086212158203,3
58,75,0.019026517868041992,2
59,63,0.024010181427001953,5
60,14,0.024989604949951172,5
61,100,0.024997711181640625,5
62,43,0.02302837371826172,4
63,100,0.024965763092041016,5
64,8,0.027026653289794922,3
65,55,0.011970758438110352,1
66,23,0.0229952335357666,3
67,57,0.015999794006347656,2
68,17,0.014003276824951172,2
69,7,0.01599597930908203,2
70,37,0.018999814987182617,3
71,47,0.026035547256469727,3
72,19,0.02396702766418457,3
73,19,0.023001432418823242,3
74,10,0.025998592376708984,5
75,26,0.0169985294342041,2
76,33,0.030028820037841797,4
77,62,0.029973983764648438,5
78,13,0.01999640464782715,3
79,17,0.019999980926513672,2
80,72,0.023005008697509766,3
81,24,0.023994922637939453,3
82,55,0.023041486740112305,2
83,9,0.023998737335205078,3
84,86,0.0260007381439209,3
85,16,0.03499937057495117,3
86,34,0.024005413055419922,4
87,56,0.009984254837036133,1
88,53,0.01396322250366211,1
89,22,0.023975610733032227,3
90,24,0.027018308639526367,3
91,12,0.020976543426513672,2
92,39,0.011005640029907227,1
93,44,0.02499842643737793,4
94,53,0.01801466941833496,2
95,28,0.023975372314453125,3
96,17,0.02202439308166504,3
97,27,0.022979736328125,4
98,13,0.02500152587890625,4
99,12,0.023001432418823242,4
100,100,0.030993223190307617,3
101,57,0.02600693702697754,5
102,26,0.011993169784545898,1
103,22,0.03499794006347656,5
104,42,0.016004562377929688,2
105,34,0.03599715232849121,5
106,25,0.029998779296875,5
107,40,0.029005765914916992,5
108,36,0.029999732971191406,5
109,44,0.021996259689331055,2
110,24,0.022998809814453125,2
111,61,0.025996923446655273,5
112,40,0.021001577377319336,3
113,34,0.021010637283325195,3
114,19,0.029993295669555664,5
115,14,0.032006025314331055,5
116,58,0.025026321411132812,2
117,17,0.011962652206420898,1
118,23,0.027027606964111328,5
119,100,0.019967079162597656,2
120,9,0.026993513107299805,4
121,41,0.017988204956054688,2
122,23,0.02100968360900879,2
123,32,0.024023771286010742,5
124,20,0.014998197555541992,2
125,98,0.02100539207458496,3
126,55,0.019997596740722656,3
127,24,0.017994403839111328,2
128,33,0.029019832611083984,3
129,16,0.024479150772094727,5
130,59,0.02460789680480957,4
131,34,0.019986629486083984,2
132,76,0.014996767044067383,2
133,52,0.02900099754333496,5
134,91,0.026998281478881836,5
135,28,0.028999805450439453,5
136,48,0.016036272048950195,2
137,24,0.01601433753967285,2
138,29,0.026004791259765625,3
139,38,0.027223587036132812,4
140,17,0.03469038009643555,5
141,18,0.03000020980834961,3
142,35,0.017034292221069336,2
143,30,0.029964208602905273,3
144,55,0.021999597549438477,2
145,55,0.02500128746032715,5
146,39,0.02900075912475586,3
147,100,0.03000664710998535,5
148,12,0.025985002517700195,5
149,7,0.027004003524780273,3
150,100,0.026999711990356445,2
151,51,0.03099679946899414,5
152,64,0.02099919319152832,2
153,53,0.020999431610107422,4
154,66,0.030002117156982422,5
155,60,0.02400064468383789,2
156,94,0.025002241134643555,5
157,100,0.01697230339050293,2
158,30,0.015996694564819336,2
159,76,0.01600027084350586,2
160,35,0.02694988250732422,5
161,47,0.0240023136138916,3
162,60,0.02100205421447754,3
163,100,0.03200125694274902,5
164,46,0.02297353744506836,3
165,43,0.020998716354370117,3
166,83,0.025997400283813477,5
167,14,0.029006004333496094,5
168,11,0.021994352340698242,3
169,15,0.01800370216369629,2
170,27,0.03600049018859863,5
171,100,0.02199721336364746,3
172,9,0.030004262924194336,4
173,80,0.019001007080078125,2
174,28,0.015993833541870117,2
175,49,0.021000146865844727,3
176,37,0.018004894256591797,2
177,20,0.028998613357543945,3
178,40,0.03599691390991211,5
179,7,0.018000364303588867,2
180,22,0.021012067794799805,3
181,18,0.024988174438476562,3
182,19,0.0319974422454834,5
183,16,0.020999431610107422,2
184,94,0.030999183654785156,4
185,18,0.024001359939575195,3
186,30,0.01199960708618164,1
