Episode,Steps,Time,Converged at Iterations
0,10,1.7973337173461914,17
1,16,1.679307460784912,15
2,9,1.7587754726409912,15
3,14,1.6368389129638672,15
4,10,1.686145544052124,16
5,11,1.682582139968872,16
6,9,1.8524696826934814,17
7,16,1.612274408340454,15
8,8,1.826890230178833,17
9,10,1.7086575031280518,16
10,14,1.8499934673309326,17
11,8,1.7861711978912354,17
12,13,1.741032600402832,16
13,11,1.8814475536346436,17
14,10,1.8470854759216309,17
15,15,1.7811493873596191,17
16,13,1.672229528427124,15
17,13,1.8286399841308594,17
18,10,1.6888937950134277,16
19,10,1.754671573638916,16
20,10,1.6624846458435059,16
21,15,1.7043688297271729,16
22,15,1.8042826652526855,17
23,17,1.7005915641784668,16
24,13,1.7193574905395508,16
25,12,1.8186860084533691,17
26,16,1.717879056930542,16
27,16,1.6845178604125977,16
28,15,1.5261211395263672,15
29,14,1.787400722503662,17
30,12,1.7971644401550293,17
31,12,1.765279769897461,17
32,11,1.8008544445037842,17
33,8,1.6516616344451904,16
34,15,1.727158784866333,16
35,12,1.7710981369018555,17
36,13,1.697526216506958,15
37,15,1.8419761657714844,17
38,13,1.6087472438812256,15
39,11,1.7920045852661133,17
40,16,1.927715539932251,16
41,15,1.6878767013549805,16
42,10,1.7585868835449219,17
43,12,1.6616771221160889,16
44,16,1.6772468090057373,16
45,12,1.5549662113189697,15
46,10,1.570594310760498,15
47,13,1.7451446056365967,16
48,14,1.7128427028656006,16
49,17,1.799363136291504,17
50,12,1.8161108493804932,17
51,15,1.8009178638458252,17
52,11,1.7192983627319336,16
53,13,1.7919819355010986,17
54,13,1.746919870376587,17
55,13,1.687232494354248,16
56,16,1.5646138191223145,15
57,14,1.7500054836273193,17
58,11,1.5752613544464111,15
59,14,1.7731711864471436,17
60,12,1.8184995651245117,17
61,16,1.7855207920074463,17
62,16,1.8281729221343994,17
63,17,1.8057835102081299,17
64,14,1.6437969207763672,16
65,15,1.6120953559875488,15
66,17,1.8657560348510742,17
67,12,1.827307939529419,17
68,14,1.7854852676391602,17
69,14,1.781278133392334,17
70,9,1.8045222759246826,17
71,12,1.7590739727020264,16
72,13,1.686535358428955,16
73,9,1.7581682205200195,17
74,12,1.7123146057128906,16
75,13,1.5648539066314697,15
76,14,1.6711995601654053,16
77,13,1.680314064025879,16
78,14,1.8141331672668457,17
79,6,1.687861442565918,16
80,15,1.7659392356872559,17
81,15,1.7105128765106201,16
82,18,1.7816834449768066,17
83,15,1.7046663761138916,16
84,17,1.6960134506225586,16
85,13,1.6015510559082031,15
86,16,1.574103832244873,15
87,15,1.6962084770202637,16
88,10,1.7371578216552734,16
89,15,1.7850587368011475,17
90,13,1.680809736251831,16
91,13,1.7697346210479736,17
92,13,1.7880773544311523,17
93,14,2.023528575897217,14
94,16,2.0333192348480225,16
95,14,1.7892210483551025,17
96,16,1.7743873596191406,17
97,16,1.581982135772705,15
98,18,1.7969348430633545,17
99,10,1.9994785785675049,17
