Episode,Steps,Time,Converged at Iterations
0,16,1.9946417808532715,15
1,16,1.8796484470367432,15
2,15,2.097930431365967,17
3,18,1.8765530586242676,16
4,9,2.0469934940338135,17
5,13,2.010188341140747,17
6,15,2.0428154468536377,17
7,15,2.0778353214263916,17
8,14,1.727672815322876,15
9,14,1.6491172313690186,15
10,12,1.8364810943603516,17
11,15,1.7558352947235107,16
12,11,2.1250460147857666,17
13,8,2.0641767978668213,17
14,12,2.176382064819336,17
15,14,2.1357040405273438,17
16,12,1.8725955486297607,16
17,14,1.8310885429382324,15
18,15,1.8210275173187256,16
19,15,2.6095378398895264,17
20,12,3.6027333736419678,17
21,18,2.487882137298584,16
22,17,2.3683581352233887,15
23,10,2.587002754211426,16
24,14,2.410019874572754,15
25,13,2.183847427368164,15
26,14,1.8544647693634033,16
27,17,1.807060718536377,16
28,16,1.8686811923980713,17
29,16,1.811328411102295,17
30,13,2.1885221004486084,17
31,12,1.740922212600708,15
32,9,2.3735430240631104,16
33,12,2.0954530239105225,17
34,13,1.7899854183197021,16
35,12,1.7744073867797852,16
36,12,1.7153477668762207,16
37,13,2.35426664352417,15
38,15,1.8501849174499512,15
39,15,1.855956792831421,16
40,10,1.7592008113861084,16
41,13,1.8551292419433594,16
42,14,1.6751716136932373,15
43,8,1.728745937347412,16
44,11,1.9983785152435303,17
45,11,1.5760560035705566,14
46,17,1.8386058807373047,16
47,15,1.6196022033691406,14
48,15,1.8743720054626465,17
49,17,1.9846482276916504,17
50,11,1.951542615890503,17
51,11,1.7685825824737549,16
52,11,1.8580796718597412,17
53,12,1.9151170253753662,17
54,17,1.635047197341919,15
55,8,1.8913919925689697,17
56,13,1.8615071773529053,17
57,12,1.891770839691162,17
58,13,1.8459842205047607,15
59,13,1.946448564529419,17
60,13,1.8816602230072021,16
61,15,1.6366090774536133,15
62,12,1.7291357517242432,15
63,11,1.7929439544677734,15
64,14,1.8315317630767822,17
65,14,2.4411845207214355,16
66,13,1.7580349445343018,16
67,11,1.6855735778808594,16
68,12,1.7877087593078613,17
69,14,1.705350637435913,16
70,14,1.479560136795044,14
71,17,1.6595571041107178,15
72,10,1.7354059219360352,17
73,15,1.7189433574676514,17
74,17,1.7645785808563232,17
75,15,1.7805874347686768,17
76,14,1.7193176746368408,16
77,11,1.7145819664001465,17
78,11,1.7240238189697266,15
79,12,2.0870449542999268,16
80,12,1.788835048675537,15
81,12,2.0214946269989014,17
82,10,1.640946865081787,14
83,17,1.9232714176177979,16
84,12,1.88124418258667,16
85,14,1.9018275737762451,16
86,14,1.8622899055480957,16
87,16,2.0550107955932617,17
88,12,1.991943359375,17
89,10,1.6654605865478516,15
90,15,1.7923965454101562,16
91,13,1.7418720722198486,15
92,12,1.6427640914916992,14
93,11,1.9052822589874268,17
94,11,1.9441161155700684,17
95,16,1.940783977508545,15
96,11,1.6718661785125732,14
97,12,1.8443377017974854,17
98,13,1.6355717182159424,15
99,17,2.000150680541992,16
